2011,12,22,4,1013,1319,"XE",4253,"N13161",126,98,13,8,"IAH","JAX",817,8,20,0,"",0
2011,12,27,2,1022,1320,"XE",4253,"N17169",118,94,14,17,"IAH","JAX",817,8,16,0,"",0
2011,12,28,3,1003,1250,"XE",4253,"N17146",107,95,-16,-2,"IAH","JAX",817,3,9,0,"",0
2011,12,26,1,1018,1311,"XE",4253,"N14177",113,97,5,13,"IAH","JAX",817,4,12,0,"",0
2011,12,24,6,1017,1311,"XE",4253,"N12166",114,95,6,12,"IAH","JAX",817,5,14,0,"",0
2011,12,25,7,1004,1304,"XE",4253,"N11109",120,96,-1,-1,"IAH","JAX",817,5,19,0,"",0
2011,12,17,6,1017,1310,"XE",4253,"N41104",113,95,5,12,"IAH","JAX",817,6,12,0,"",0
2011,12,16,5,1044,1401,"XE",4253,"N11191",137,95,55,39,"IAH","JAX",817,4,38,0,"",0
2011,12,19,1,1000,1254,"XE",4253,"N11109",114,96,-12,-5,"IAH","JAX",817,7,11,0,"",0
2011,12,18,7,1003,1305,"XE",4253,"N34110",122,98,0,-2,"IAH","JAX",817,5,19,0,"",0
2011,12,15,4,1012,1313,"XE",4253,"N12195",121,98,7,7,"IAH","JAX",817,6,17,0,"",0
2011,12,31,6,1337,1639,"XE",4253,"N11193",122,102,214,212,"IAH","JAX",817,5,15,0,"",0
2011,12,30,5,1113,1406,"XE",4253,"N14204",113,100,60,68,"IAH","JAX",817,5,8,0,"",0
2011,12,14,3,836,1151,"XE",4253,"N12172",135,125,45,61,"IAH","PBI",956,3,7,0,"",0
2011,12,11,7,730,1050,"XE",4253,"N17146",140,124,-14,-5,"IAH","PBI",956,4,12,0,"",0
2011,12,12,1,733,1056,"XE",4253,"N12135",143,126,-10,-2,"IAH","PBI",956,4,13,0,"",0
2011,12,13,2,732,1056,"XE",4253,"N16147",144,127,-10,-3,"IAH","PBI",956,4,13,0,"",0
2011,12,9,5,734,1101,"XE",4253,"N21197",147,125,-5,-1,"IAH","PBI",956,4,18,0,"",0
2011,12,10,6,726,1041,"XE",4253,"N16149",135,123,-23,-9,"IAH","PBI",956,3,9,0,"",0
2011,12,8,4,731,1116,"XE",4253,"N17185",165,127,10,-4,"IAH","PBI",956,5,33,0,"",0
2011,12,7,3,730,1059,"XE",4253,"N22971",149,132,-7,-5,"IAH","PBI",956,4,13,0,"",0
2011,12,6,2,728,1056,"XE",4253,"N14171",148,121,-10,-7,"IAH","PBI",956,4,23,0,"",0
2011,12,1,4,726,1100,"XE",4253,"N41104",154,130,-6,-9,"IAH","PBI",956,7,17,0,"",0
2011,12,2,5,731,1105,"XE",4253,"N15912",154,125,-1,-4,"IAH","PBI",956,5,24,0,"",0
2011,12,3,6,730,1054,"XE",4253,"N25134",144,122,-10,-5,"IAH","PBI",956,5,17,0,"",0
2011,12,4,7,733,1051,"XE",4253,"N25134",138,123,-13,-2,"IAH","PBI",956,5,10,0,"",0
2011,12,5,1,730,1114,"XE",4253,"N11535",164,129,8,-5,"IAH","PBI",956,4,31,0,"",0
2011,12,5,1,717,831,"XE",4254,"N16944",74,52,-6,-3,"IAH","GPT",376,3,19,0,"",0
2011,12,2,5,805,914,"XE",4254,"N12563",69,54,37,45,"IAH","GPT",376,4,11,0,"",0
2011,12,1,4,713,826,"XE",4254,"N11544",73,54,-11,-7,"IAH","GPT",376,5,14,0,"",0
2011,12,8,4,713,835,"XE",4254,"N14933",82,54,-2,-7,"IAH","GPT",376,3,25,0,"",0
2011,12,7,3,800,933,"XE",4254,"N14943",93,53,11,-5,"IAH","GPT",376,4,36,0,"",0
2011,12,6,2,755,920,"XE",4254,"N13929",85,53,-2,-10,"IAH","GPT",376,10,22,0,"",0
2011,12,9,5,714,820,"XE",4254,"N15932",66,52,-17,-6,"IAH","GPT",376,6,8,0,"",0
2011,12,12,1,717,831,"XE",4254,"N14998",74,57,-6,-3,"IAH","GPT",376,3,14,0,"",0
2011,12,13,2,758,924,"XE",4254,"N14939",86,55,2,-7,"IAH","GPT",376,3,28,0,"",0
2011,12,14,3,755,910,"XE",4254,"N14930",75,55,-12,-10,"IAH","GPT",376,5,15,0,"",0
2011,12,15,4,1221,1403,"XE",4256,"N17108",102,86,-18,1,"IAH","MCI",643,5,11,0,"",0
2011,12,17,6,1221,1413,"XE",4256,"N11106",112,95,-7,1,"IAH","MCI",643,6,11,0,"",0
2011,12,16,5,1241,1440,"XE",4256,"N12166",119,88,19,21,"IAH","MCI",643,7,24,0,"",0
2011,12,19,1,1216,1358,"XE",4256,"N12157",102,85,-23,-4,"IAH","MCI",643,7,10,0,"",0
